video_id,title_x,Group,y_true,y_pred,prob,margin,gender_female,race_ethnicity_asian,race_ethnicity_white,categories,tags,title_y,race_ethnicity_latina,race_ethnicity_black,margin_abs
43598351,I love when my black girlfriend swallow my semen,Black Women,1,0,0.846,0.346,1,0,0,"Amateur,Blowjob,Creampie,Cumshot,Ebony,Interracial,Teens","18-25,AMATEUR,Amateur,BIg Cock,BLACK,BLOWJOB,Bambulax,Big Dick,Blowjob,Cream Pie,Creampie,Cum In Mouth,Cum Swallow,Cumshot,EBONY,Ebony,HD,INTERRACIAL,Interracial,ORal Sex,Oral,Oral Creampie,Swallow,ebony swallow,oral cumshot",I love when my black girlfriend swallow my semen,0,1,0.346
42024791,Amateur 1st Timer in Ebony Teen Movie,Black Women,1,0,0.822,0.322,1,0,0,"Amateur,Brunette,Ebony,Interracial,Teens","18-25,Amateur,BABE,BIG ASS,Big Ass,Brunette,Bubble Butt,Couple,Ebony,HD,Interracial,ORal Sex,POV,Sensual,amateur black girl,black amateur,black girl amateur,black teen amateur,collegeblackgirls,ebony teen amateur",Amateur 1st Timer in Ebony Teen Movie,0,1,0.322
193387821,Young ebony slut twerking,Black Women,0,1,0.198,-0.302,1,0,0,Celebrity,"18 eighteen,18-25,Big Ass,Celebrity,Ebony,Small Tits,Verified Amateurs,big ass twerk,big booty ebony,booty shorts,dance,hot,sexy,sexy girl,teenage,thicc,twerk",Young ebony slut twerking,0,1,0.302
39229841,Ass To Mouth Double Cumshot,Black Women,1,0,0.202,-0.298,1,0,0,"Amateur,Anal,Cumshot,Interracial","ANAL,Amateur,Anal,BIg Cock,BLOWJOB,Big Ass,Big Black COck,Big Dick,CUMSHOT,Cum In Mouth,Cumshot,DoggyStyle,HD,Interracial,ROugh,Rough,Rough Anal,Verified Amateurs,Young (18+) and Old,ass to mount,face down ass up,hot ass fuck hard,teen anal,wife anal",Ass To Mouth Double Cumshot,0,1,0.298
42674931,Red Head Neko in Black Booty Shorts Strips Down Thigh High Hentai Choker Tail Play POV Lap Dance,Black Women,1,0,0.204,-0.296,1,0,0,"Amateur,Big Tits,Cartoon,Teens","18-25,3d hentai,Amateur,Big Ass,Big Tits,Cartoon,HD,POV,RedHead,Stripping,Verified Amateurs,fox girl hentai,lap dance fuck,long hair fetish,neko hentai,thigh high socks,virtual sex pov,vrchat blowjob,vrchat erp,vrchat hentai,vrchat lap dance,vrchat masturbation,vrchat sex",Red Head Neko in Black Booty Shorts Strips Down Thigh High Hentai Choker Tail Play POV Lap Dance,0,1,0.296
43635991,Black girlfriend loves my cock and swallow my sperm,Black Women,1,0,0.796,0.296,1,0,0,"Amateur,Blowjob,Creampie,Ebony,Interracial","AMATEUR,Amateur,BIg Cock,BLACK,BLOWJOB,Bambulax,Big Dick,Blowjob,Creampie,Cum Swallow,EBONY,Ebony,HD,Homemade,INTERRACIAL,Interracial,ORal Sex,Oral,Oral Creampie,Swallow,cum hungry,oral cumshot",Black girlfriend loves my cock and swallow my sperm,0,1,0.296
39985611,Bertoulle Tells Us About All Her Kinks,Black Women,1,0,0.788,0.288,1,0,0,"Amateur,Big Tits,Ebony,Masturbation","AMATEUR,Amateur,BIG TITS,Big Natural Tits,Big Tits,DILDO,Ebony,Ersties,HD,Masturbation,Solo GIrl,Tattoo Girl,Toys,amateur masturbation,ebony amateur,girl masturbating,girl riding dildo,girl rubbing clit,real amateur,sexy ass,wet pussy close up",Bertoulle Tells Us About All Her Kinks,0,1,0.288
40845941,Chubby goth babe wants your cum all over her face,Black Women,1,0,0.214,-0.286,1,0,1,"Amateur,Big Tits,Blowjob","Amateur,BBW,BIG ASS,BIG TITS,Big Ass,Big Tits,Blowjob,Bouncing Boobs,Chubby,Cum Face,GOTH,HD,POV,POV Blowjob,RedHead,Redhead,TEEN,Verified Amateurs,big titty goth,black lipstick,cum facial,goth big tits,pov fuck,thick white girl",Chubby goth babe wants your cum all over her face,0,1,0.286
190953441,"INTERRACIAL HARD DP In A Tight Ebony Pussy With Brady Bud, Selva Lapiedra And Raul Bud",Black Women,1,0,0.218,-0.282,1,0,1,"Amateur,Double Penetration,Ebony,Facials,Threesome","Amateur,Big Ass,Big Dick,Bush,Choking,Cock Sucking,DP,Double Blowjob,Double Penetration,Ebony,FMM,Facials,HD,Reverse Cowgirl,Slim,THREESOME,Threesome,Verified Amateurs,black female white male,boob grabbing,bouncing tits,cum on mouth,hoop earrings,spitroast,three way","INTERRACIAL HARD DP In A Tight Ebony Pussy With Brady Bud, Selva Lapiedra And Raul Bud",0,1,0.282
40679761,Sonia fucks Nessa in the girls locker room. Gets strapon fucked in the shower.,Black Women,0,1,0.218,-0.282,1,0,0,"Cartoon,Ebony,Lesbian","BLACK,Cartoon,Cosplay,Ebony,HD,INTERRACIAL,LESBIAN,Lesbian,Pokemon,RedHead,Redhead,STRAPON,Scissoring,Sonia,Verified Amateurs,anime,ebony lesbian,girl eats pussy,hentai,lesbian hentai,lesbian strapon,lesbian tribbing,nessa",Sonia fucks Nessa in the girls locker room. Gets strapon fucked in the shower.,0,1,0.282
1544452,Sara Jay Loves Her Toys Big and Black!,Black Women,1,0,0.22,-0.28,1,0,1,"Amateur,Big Tits,Masturbation","Amateur,Bathroom,Big Ass,Big Cock,Big Tits,Brunette,Caucasian,HD,High Heels,MILF,Masturbation,Pornstar,Shaved,Solo Girl,Tattoos,Toys,Vaginal Masturbation",Sara Jay Loves Her Toys Big and Black!,0,1,0.28
40340581,Unboxing a Really Big Toy,Black Women,0,1,0.222,-0.278,1,0,0,Masturbation,"BLOWJOB,Brazilian,EBONY,FIngering,Female Orgasm,HD,Latina,Masturbation,Small Tits,TOYS,Toys,Venezuelan,Verified Amateurs,big ass latina,big toys,female masturbation,small tits amateur,small tits big ass,teen fucking,thick ebony",Unboxing a Really Big Toy,1,1,0.278
42289071,Rebecca's Cuck Helps Hold Her Legs Up While She Takes Big Black Cock,Black Women,0,1,0.222,-0.278,1,0,0,"Cartoon,Interracial","3D,Animated,BBC,BLACKED,Big Black COck,Big Dick,Cartoon,Cream Pie,Cuckold,Flexible,HD,INTERRACIAL,Interracial,POV,Threesome,Verified Amateurs,animation,bbc cuckold,big black dick,cuck,rebecca chambers,resident evil,sfm",Rebecca's Cuck Helps Hold Her Legs Up While She Takes Big Black Cock,0,1,0.278
42224221,Secertary knows how to suck does she deserve the raise??,Black Women,0,1,0.224,-0.276,1,0,1,Interracial,"BBC,Big Cock,Big Dick,Deepthroat,HD,Interracial,POV,Redhead,Verified Amateurs,albany ny,black cock,blowjob,dsl,good head,interracial,office secretary,pov,snowbunny,thick white girl,throat,troy ny",Secertary knows how to suck does she deserve the raise??,0,1,0.276
102250781,From fantasy to reality in a New Yok minute. Country gal Ginger Gray always wanted to suck on a monster BBC,Black Women,1,0,0.228,-0.272,1,0,0,"Amateur,Blowjob,Cumshot,Interracial","Amateur,BBC,BIg Cock,BLOWJOB,Big Dick,Black Cock,Blowjob,Cumshot,HD,INTERRACIAL,Interracial,POV,Point of View,RedHead,Redhead,jawbreakerz",From fantasy to reality in a New Yok minute. Country gal Ginger Gray always wanted to suck on a monster BBC,0,1,0.272
193463691,Desconocido me folla duro en la habitación del hotel-Alexxa pink,Black Women,1,0,0.232,-0.268,1,0,0,"Amateur,Big Ass,Big Tits,Cumshot,Fetish,Handjob","Amateur,Big Ass,Big Dick,Big Tits,Cowgirl,Cumshot,Fetish,HD,Handjob,Latin,Verified Amateurs,blowjob,bucaramanga,colombia,cum in mouth,ebony big ass,fat girl,full hd porn,hard doggystyle,hard missionary fuck,kinky,medellin,porno hd,sara films",Desconocido me folla duro en la habitación del hotel-Alexxa pink,0,1,0.268
41833431,Stroke it until she gushing,Black Women,1,0,0.234,-0.266,1,0,0,"Amateur,Big Tits,Blowjob,Squirting","Amateur,BIg Boobs,BIg Cock,BLACK,Big Ass,Big Dick,Big Tits,Blowjob,Butt,HD,Orgasm,Squirting,Verified Amateurs,best ebony blowjob,ebony blowjob,ebony squirt",Stroke it until she gushing,0,1,0.266
190743451,Hot Milf is built so solid and love to get NASTY,Black Women,1,0,0.234,-0.266,1,0,0,"Amateur,Big Tits,Ebony,Masturbation","Amateur,BBW,BIG BUTT,BLACK,Big Ass,Big Tits,Ebony,HD,MILF,Masturbation,SOLO,Sex Toys,Solo GIrl,SuperHotFilms,Toys,big ass twerk,big black booty,big tits milf,dark skin ebony,ebony masturbate,girl masturbating,naked girls twerking,poizon ivy,thick ebony",Hot Milf is built so solid and love to get NASTY,0,1,0.266
190232421,Mature Redhead Sucking and Fucking BBC for Pure Fun,Black Women,1,0,0.236,-0.264,1,0,0,"Amateur,Ebony,Interracial,Mature","ANAL,Amateur,BLOWJOB,Big Dick,Ebony,Fantasy,Fetish,Freckles,Fuck,Ginger,Girlfriend,HD,Hair,Interracial,Irish,Kinky,MILF,Mature,RedHead,Redhead,Rough,Scarlet,red hair",Mature Redhead Sucking and Fucking BBC for Pure Fun,0,1,0.264
191934631,Ebony with big oiled ass,Black Women,1,0,0.236,-0.264,1,0,0,"Amateur,Anal,Ebony,Fetish,Squirting","Amateur,Anal,Big Ass,Ebony,Fetish,HD,Squirting,Verified Amateurs,big ass anal,big oiled ass,bondage,cum inside,fetish,masturbation squirt,oil massage,oil sex,oiled ass,oiled up,sex toys,submissive,submissive anal,submissive girl,try not to cum",Ebony with big oiled ass,0,1,0.264
43134271,DOWN FOR BBC Pursuajon Giant Ass Dances For That BBC,Black Women,1,0,0.236,-0.264,1,0,0,"Amateur,Big Tits,Blowjob,Ebony","Amateur,BBC,BIG ASS,BLOWJOB,Big Ass,Big Black COck,Big Dick,Big Tits,Black Girl,Blowjob,EBONY,Ebony,HD,MILF,Monster Cock,Rough,Stripper,Twerking,bouncing ass,downforbbc,erotic dancer,missionary position,monster ass,riding bbc,thick ass",DOWN FOR BBC Pursuajon Giant Ass Dances For That BBC,0,1,0.264
192438351,Loud Cumshot,Black Women,1,0,0.246,-0.254,1,0,0,"Amateur,Cumshot,Ebony,Masturbation,Solo Male","Amateur,BBC,Big Dick,Cumshot,Ebony,HD,James Deen,Masturbation,Ricky Johnson,Solo Male,Verified Amateurs,anime,big black cock,big black dick,big black penis,blacked,caught masturbating,cum,cumshot,goth,hot guys fuck,luke longly,pure taboo,sis loves me",Loud Cumshot,0,1,0.254
42417201,Stunning Latina Sucking Dick,Black Women,1,0,0.748,0.248,1,0,0,"Amateur,Blowjob,Brunette","AMATEUR,Amateur,BLACK,BLOWJOB,Beautiful,Blowjob,Brunette,Gorgeous,HD,Homemade,LATIN,Latina,MILF,Married,POV,Puerto Rican,Real,Verified Amateurs,Wife,married couple,sucks dick,verified",Stunning Latina Sucking Dick,1,1,0.248
192684931,Big dick used to spank this married woman's big ass. Sitting and feeling the cum dripping down,Black Women,1,0,0.256,-0.244,1,0,0,"Amateur,Creampie,Feet,Interracial","Amateur,Big Ass,Big Dick,Creampie,Feet,HD,Interracial,MILF,POV,Spanking,Verified Amateurs,ass,big ass latina milf,big black cock,fucking,hot,hot milf,hot sex,monster cock,real,real couple homemade,sitting on dick,slap,slapping,spank,wife",Big dick used to spank this married woman's big ass. Sitting and feeling the cum dripping down,1,1,0.244
43621881,Moaning shaking Big Tit Milf in black dress with high heels stuffed in hotel room,Black Women,1,0,0.256,-0.244,1,0,0,"Amateur,Big Tits,Blonde,Mature","Amateur,BIG TITS,BIg Boobs,Big Tits,Blonde,Dirty Talk,Doggy,HD,Hard Rough Sex,High Heels,Hotel,Kissing,MAture,MILF,MOM,Mature,Missionary,Mother,Verified Amateurs,dominant submissive,hotwife,shaking orgasm",Moaning shaking Big Tit Milf in black dress with high heels stuffed in hotel room,0,1,0.244
41768421,Trailer Hot Wife Leah Layz asked us to give her 1st ever gangbang took the massive black cocks in stride and delivered,Black Women,1,0,0.258,-0.242,1,0,0,"Amateur,Bukkake,Cumshot,Gangbang,Interracial","Amateur,BBC,Blonde,Bukakke,Bukkake,Cum In Mouth,Cumshot,Facial,GANGBANG,Gangbang,HD,Interracial,MILF,MOM,Rimming,Rough,bbc gangbang,brick cummings,experience black,leah layz,massage by black,savvyg,standing fuck,theflourishxxx",Trailer Hot Wife Leah Layz asked us to give her 1st ever gangbang took the massive black cocks in stride and delivered,0,1,0.242
102930441,Horny big ass stepmom accidentally saw her stepson's cock and seduced him with a blowjob!,Black Women,1,0,0.26,-0.24,1,0,0,"Amateur,Big Tits,Blowjob,Cumshot","Amateur,Big Ass,Big Dick,Big Tits,Black Stockings,Blowjob,Bubble Butt,Cumshot,HD,Moms Teach Sex,REALITY,Reverse Cowgirl,Rough,Step Mom,Verified Amateurs,accident fuck,best hot milf mom,big ass latina,big ass step mom,big booty latina,cowgirl pov,horny mom,mom and stepson,sexy underwear",Horny big ass stepmom accidentally saw her stepson's cock and seduced him with a blowjob!,1,1,0.24
192952571,Another one with @bettycockup,Black Women,0,1,0.26,-0.24,1,0,0,Squirting,"Big Ass,Ebony,Female Orgasm,HD,POV,Pussy Licking,Squirting,Verified Amateurs,ass licking,ass worship,big ass ebony,eating pussy,ebony milf,man sucking pussy,naked twerk,phat pussy,pussy licking orgasm,pussy worship,sucking pussy",Another one with @bettycockup,0,1,0.24
10752331,"Foot fetish! It's finally here, foot lovers.",Black Women,1,0,0.262,-0.238,1,0,0,"Amateur,Big Tits,Ebony","Amateur,BBW,Big Ass,Big Tits,Ebony,HD,Masturbation,Twerking,Verified Amateurs,ameture,big boobs,busty mom,fat ass,fat pussy,foot fetish,gaming,horny mom,milky tits,phat ass,webcam","Foot fetish! It's finally here, foot lovers.",0,1,0.238
193036761,hot video of horny girls,Black Women,0,1,0.264,-0.236,1,0,0,"Lesbian,Massage","Ebony,HD,Latina,Lesbian,Massage,Petite,Rough,Verified Amateurs,airplane fingering,amateur,casero,dripping wet pussy,fingering,latin lesbian,lesbian strapon,masturbate,orgasm,orgasm compilation,perfect pussy,shaved pussy,solo girl orgasm,teenagers",hot video of horny girls,1,1,0.236
40912361,NewSensations - Slutty GF Diana Grace Fucks The Biggest Black Cock Around,Black Women,1,0,0.264,-0.236,1,0,0,"Amateur,Blowjob,Interracial","Amateur,BBC,BIg Cock,Big Black COck,Big Dick,Black Cock,Blowjob,CUm on Tits,Deep Throat,Diana Grace,HD,INTERRACIAL,Interracial,NewSensations,Rough,TINY TITS,bbc blowjob,bbc deep throat,bbc doggystyle,big black dick,cheating girlfriend",NewSensations - Slutty GF Diana Grace Fucks The Biggest Black Cock Around,0,1,0.236
191534171,Horny Black SSBBW Stepmom Masturbating and Teasing with Her Sexy Fat Curvy Body,Black Women,1,0,0.264,-0.236,1,0,0,"Amateur,Big Tits,Ebony,Masturbation","Amateur,BBW,Big Ass,Big Tits,Black,Ebony,Female Orgasm,MILF,Masturbation,Verified Amateurs,Webcam,african,big ass ebony,big ass milf,big black ass,big booty milf,big fat ass,ebony bbw,ebony big tits,loud moaning orgasm,ssbbw,teasing,vibrator orgasm",Horny Black SSBBW Stepmom Masturbating and Teasing with Her Sexy Fat Curvy Body,0,1,0.236
41786161,Preview Mommy & You Rendezvous,Black Women,0,1,0.266,-0.234,1,0,0,"Ebony,Fetish,Webcam","BLACK,Ebony,Fetish,HD,Kink,MILF,MOM,Mother,Verified Amateurs,Webcam,denverjennifer,ebony milf,magnet i c gin§",Preview Mommy & You Rendezvous,0,1,0.234
40099531,I cum first then you can cum too,Black Women,1,0,0.734,0.234,1,0,0,"Amateur,Big Tits,Cumshot,Masturbation","AMATEUR,Amateur,Amateur Couple,BIG TITS,BIg Boobs,Big Natural Tits,Big Tits,Cumshot,Female Orgasm,HANDJOB,HD,HD Porn,Homemade,Masturbation,Sensual,Verified Amateurs,amateur handjob,black panties,female masturbation,handjob cumshot,real orgasm,verified couple",I cum first then you can cum too,0,1,0.234
191946671,SHE JUST HAD A BABY SO GORILLA PUNCHER SUCKING FOR SWEET TITTY MILK!!!!!!!!!,Black Women,1,0,0.268,-0.232,1,0,0,"Amateur,Big Tits,Ebony,Fetish,Small Tits","Amateur,Big Tits,Ebony,Fetish,HD,MILF,POV,Small Tits,Verified Amateurs,big saggy tits milf,big tits lactating,empty saggy tits,gorilla puncher,lactating milf,licking nipples,sucking titties",SHE JUST HAD A BABY SO GORILLA PUNCHER SUCKING FOR SWEET TITTY MILK!!!!!!!!!,0,1,0.232
190895571,Hard fuck for a big ass Milf after training at the gym by BBC - Brandon Cruz & Sarah Black,Black Women,1,0,0.268,-0.232,1,0,0,"Amateur,Cumshot","Amateur,BIg Cock,Big Ass,Big Black COck,Big Dick,Colombian,Cum In Mouth,Cumshot,Dick Riding,DoggyStyle,HD,Hardcore Sex,MILF,Missionary,NATURAL TITS,ROugh,Reality,Reverse Cowgirl,Verified Amateurs,big ass MILF,cow girl,curvy latina,sex after gym",Hard fuck for a big ass Milf after training at the gym by BBC - Brandon Cruz & Sarah Black,1,1,0.232
191520381,Sexy Kenyan ebony big ass in bikini,Black Women,1,0,0.268,-0.232,1,0,0,"Amateur,Big Tits,Creampie,Ebony","Amateur,BBW,Big Ass,Big Tits,Bikini,Creampie,Ebony,HD,Verified Amateurs,big ass ebony,big ass milf,big ass mom,big black ass,big black booty,bikini try on,ebony bbw,ebony big ass,kenya,kenya big ass,perfect,perfect ass",Sexy Kenyan ebony big ass in bikini,0,1,0.232
